airline_stance,airline,text
0,United,@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.
1,United,"@united rebooting Chicago dispatch system
2,United,"@united despite shaky connections
0,United,"@united http://t.co/hj5kq82Chn
1,United,@united the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.
0,United,@united can you tell me how to file a claim for clothing that had to be purchased?
0,United,@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board
0,United,@united GRK13575M is the file reference
0,United,@united we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!
0,United,"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly
0,United,@united Been trying since 1230 to file a report.
0,United,'@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I''ll never fly with you again.'
1,United,@united My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?
0,United,@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee
0,United,"@united is horrible!! They lost our carseat and expect us to use a loner carseat
2,United,@united thank you.
1,United,'Decisions Decisions @MandarinJourney @united:  We''d love for you to try our service. We offer status match too. http://t.co/xbQqqbRgVF ^KP”'
1,United,'Need more info on that! @united: @momsgoodeats We have great amenity kits. PJ''s not included. We status match AA. ^KP”'
0,United,'"@united: I don''t care that a @thehipmunk link showed me a ""wrong"" price on your site—it''s your site &amp; responsibility to ensure correctness."'
1,United,@united Do you have any flights with lie flat seating from STL to PDX around the date of March 5?
0,United,"@united He needs to get to home the 24th
0,United,'“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what''s the point of membership?'
0,United,@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime
0,United,@united Dmed you. Thank you
2,United,'@united thanks we''ll be in touch!'
2,United,'@united Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter''s bag lost on UA1516.  Made her day!'
0,United,"@united 3 days Late Flightr and my bag has not left IAD
1,United,"@united @RenoAirport hi
1,United,'@united like continental''s chicken feat fairs'
1,United,@united can you assist with current flight status for flt# 1016 out of DFW tomorrow at 6:55am?
2,United,@united I left my comment with customer care. Thanks for contacting me.
0,United,@United how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.
0,United,"@united caught earlier flight to ORD. Gate checked bag
2,United,'Yes!! Thanks so much!!! 💜“@united: @whitterbug We see you spoke with our Reservations team and they''ve reinstated the flight. Thanks. ^EY”'
2,United,"@united captain ""on behalf of the front office
0,United,@united Can you please follow for a Dm on a missing bag?
1,United,"@united to be clear on my luggage comment
2,United,@united These are great fares!!!!!
0,United,@united i left an item on the plane and have been calling non stop and no one has been answering can you please help
2,United,'@united awesome I''ll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.'
0,United,'@united what''s a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?'
2,United,@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother
0,United,'@united where''s my damn bag??'
0,United,@united well someone should tell that to the employees at the Denver baggage claim. Still no bag!!!!
1,United,@united Greetings. UA Club member here. Any idea if I can use the Air Canada Lounge at YVR. Flying UA tomorrow.
1,United,@united how is Mexico not international from the us?
0,United,'@united diverted and missed our connecting flight. Was just told that my bag is on it''s way to MSY. If you only had people that cared'
0,United,'@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can''t help rebook. #friendlyskies?'
0,United,@united @Apollochplayers we just want to go home tonight - why did you Cancelled Flight the last leg of our reserv. w/out our permission??! #PH6RPS
0,United,@united  Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??
0,United,@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.
0,United,@united FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH (from SEA) for reFlight Booking Problems w/out OUR PERMISSION!! #PH6RPS
1,United,Just sent thank u RT @united: @goodenufmother Please DM your confirmation number if reFlight Booking Problems is needed. Thank you. ^EY
0,United,@united has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.
1,United,@United so what’s the deal? Do u provide voucher for overnight or am I cozy on the floor at #OHare ? #gross #HelpMePlease #AnyoneThere
0,United,"@united also
2,United,@united thank you. I flew into Newark from Vail/Eagle.
0,United,@united  i have a weekend of dealing with your company that would say otherwise.
0,United,@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother
0,United,"@united the proper response: sorry for your wait
0,United,@united your customer service is terrible! Stood inline 3 hours no flights and 4 hours Late Flightr still no bag#disgutedindenver
1,United,@united please upload the March on-demand entertainment listing on your website! ✈️
0,United,@united So you are inadequate by accident?
2,United,@united @reebok @rockinwellness @ Denver International Airport https://t.co/tKVmHBkeC3
2,United,@united Thank you for responding so quickly with a helpful tool! @dustyob
0,United,@united boarding time shows 35 min and your gate agent started at 45. showed up at 4:00 and they had to check bag. http://t.co/zCBJyo6lsN
0,United,'@united Agent in LAS letting 20 customers know they can''t help them rebook delayed flight to DEN #unfriendlyskies http://t.co/QuzVmK2rTR'
0,United,@united empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. #UnFriendlySkies http://t.co/lOecO4gmvd
0,United,'@united ...and when that doesn''t work...'
1,United,"@united did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it
0,United,'@united searched for mileage tickets to BOM couldn''t find a single one is saver awards - I see how you play.  Earn miles but can''t use them.'
0,United,"@united flight arrives 30 minutes early
0,United,'@united That''s not the issue. The fact that no one even called (despite promises) to confirm the bag''s location is.'
1,United,'@united what''s a girl gotta do to get a flight name change when SHE bought one for a mean ex boyfriend and needs a girl''s trip stat?!'
1,United,@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️
0,United,@united still waiting to hear back. My wallet was stolen from one of your planes so would appreciate a resolution here
1,United,@united I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning.
0,United,@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing.
0,United,"@united cs thinks that miles can repair the damage done
1,United,@united I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?
0,United,@united I am signed up for notifications. This is the first trip I was not updated on. Not sure why this happened.
2,United,'@united Thank you. Took care of everything and made it right. That''s the experience I''m used to. Opened the app to find flight changed.'
0,United,'@united that is not in line with your responses here. And now I''m waiting until tomorrow morning because all the flights are overbooked.'
0,United,"@united I took the exact same aircraft in to LAX 3 days ago. It fit
0,United,@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways
0,United,@United never heard of this? http://t.co/QDebyaHqfM
0,United,'"@SouthwestAir doesn''t charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur'
0,United,@united Exhausted &amp; frustrated! Link to a FB post abt my travel issue https://t.co/LaRKC8vc4s
0,United,'@united I was denied getting on the plane w/o getting the chance to prove it fits. I''m not a rookie. Read my bio.'
2,United,'@united that''s exactly the point. It fits. I''m premier access. Boarding group 2. This was a return ticket. I''ve been doing this for 15 yrs'
0,United,'@united I''ve never experienced worst customer service. Placing blame on codeshare partners and not assuming responsibility is unacceptable'
0,United,@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.
0,United,"@United fucked up
0,United,'@united has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage''s lost and there''s no help but argument!'
0,United,@united should NOT sell tickets for @SilverAirways on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver
0,United,"@united Just got demoted from Gold cuz my hubby got 100% of the PQD
2,United,@united Thank you!
1,United,@united When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.
2,United,@united My favorite way to travel! Thank you! http://t.co/vGN2X1ckg0
1,United,"@united yes
0,United,@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet
0,United,@united Lovely new plane from LGA to ORD but no power outlets?
0,United,"@united but if i tweet the ID number
0,United,@united I filed a delayed bag report on Saturday! my flight was Cancelled Flightled and I never went anywhere!
1,United,@united the person is currently bettween gates 71A and 73 in LAX
0,United,@united i need it there before she lands so she can have the EWR baggage claim file to have it sent but the employee has not droppeditoffyet
0,United,"@united rarely ceases to amaze...for the worse.  i hope this is the last time i ""have"" to fly with you."
1,United,@united thank you for the quick response but I cannot dm you until you follow me as well
0,United,@united iCloud it is not there yet -- PLEASE HELP 917 703 1472
1,United,"@united I need the phone number to baggage claim in LAX
0,United,@united I did... no response back
0,United,@united this is atrocious customer service.
1,United,"@United will not have to honor absurdly low mistake fares.
0,United,@united #albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay #poorcustomerservice
0,United,@united you Cancelled Flighted our flights for no reason &amp; now we have been on the phone for AN HOUR on our vacation. Why?
0,United,'@united @dfpietra THAT''S your response?  Shaking my head back and forth with a tsk. You can do better-from customer service to your apology'
1,United,'"@united thanks! It''s 35K miles from RTB to Europe'
0,United,@united of course I did. The bag should be here by now :( #frustrated
0,United,@united you are the worst. I will avoid you like the plague.
0,United,@united is the worst airline in the world.
0,United,@united someone needs to DM me and resolve this correctly. Extremely disappointed with the service I received. Terrible management.
0,United,@united Premier Gold desk changes flight. Waives fees. Gives me wrong flight. Now Jana Acosta in Salt Lake refuses the same service. Angry.
0,United,"@united I will give you one thing
0,United,'@united I will but right now I''m to angry'
0,United,@united first time flying with United. Also last time. #terrible back to @VirginAtlantic for me. #branson #virginatlantic #UnitedAirlines
0,United,@united I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to @SouthwestAir #CommunicationFail
0,United,@united the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! #notfair
0,United,'"@united I''m saying I made the flight but with poor/non-communication'
0,United,@united I think DM would be better
0,United,@United gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth! @unfriendly
0,United,'@united you are easily the worst company I have ever experienced. You have lost someone''s personal possessions &amp; you couldn''t care less!....'
0,United,@united how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft? @unfriendly
0,United,@united already did that at the airport and 12 hrs Late Flightr its still not here! you guys are really killing me today. trying to stay positive..
0,United,'@united once united''s service levels reaches those of Etihad or lets be more realistically Lufthansa then ill consider it again'
0,United,@united really?  Someone called in sick and then someone FORGOT to call a replacement?!  Now an hour Late Flight to take off. #theworst
0,United,@united Asked Flight attendant what typical compensation would be &amp; says we might get free TV. #Unacceptable
1,United,@united done
1,United,"@united Thank you
0,United,@united has been such a disappointment today. Simply put. Rather unpleased with things currently. Flight delayed; cant wait to just get home
0,United,"@united During the same round trip
0,United,"@united  found a group of people who actually hates people more than ISIS
0,United,"@united Nope. Walked up &amp; down the ORF terminal
2,United,@united thank you
0,United,@united by the time I finally get to Dallas I could have driven with less frustration and cheaper.
0,United,'"@united I''m trying to get to my final destination'
0,United,@united that guy really has no customer service clue.Could have spent effort clearing bins for rollerboards instead of art projects in mine!
2,United,@united he has no priority and Iove it
2,United,@united Pleased to be a Premier Platinum
0,United,@united how can you not put my bag on plane to Seattle. Flight 1212. Waiting  in line to talk to someone about my bag. Status should matter.
0,United,'"@united @campilley hahaha. If they weren''t an American company'
0,United,@united i think he actually did not like your screen  @campilley 😃😃😃
0,United,@united Apparently they are asking 20 people to off board the plane--how can such a big miscalculation be made?!
0,United,'@united It''s a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService'
1,United,"@united hi guys
0,United,@united Just checking in again - what is the status of our claim.   It is going on 2 months with no attention to this?   We are very upset.
0,United,@united my flight was delayed due to maintenance in LIT and caused me to miss my connection at IAH to MSY. Can you help?
0,United,@united #UnitedAirlines Pls Fix #AspenBaggageFail issues. Had to pay my own way to #Aspen after flight Cancelled Flight. Left us in the cold in DEN.
0,United,@united Read my bio. See who I work with. I have NEVER encountered this with your airline before. Disappointed is an understatement.
0,United,'@united Does customer care have email or a phone rep that I can speak with? We had so many issues they can''t be placed in 2000 characters?'
2,United,Thank you “@united: @TRUU_Tall I can certainly take a look. Please follow and DM me your confirmation number for assistance. ^JH”
0,United,@united In the process of recovering their car rental - condo rental $ in Florida. They called #United for an alternate flight #NOANSWER
1,United,"@united I am buying 2 yo own seat on 3 legs of intl trip
2,United,@united thanks for listening! I definitely was not the only person in line who thought it was absurd.
0,United,'@United We''ve been waiting on tarmac for &gt;1hr because apparently UA1116 is overweight &amp; we returned to gate. #WTF #fb'
0,United,"@united Thank you. Mention that before I boarded she asked 1other person to measure their bag
0,United,'@united Can''t leave the Tarmac ..united''s gate agent cannot agree on a head count. 20 min now counting a 100 people max #epicfailunited'
0,United,'@united That''s real dedication &amp; concern. Your apologies don''t fix the issue nor any of the miserable issues I''ve had over the past 6 mos.'
0,United,'@United blocked me from DM''ing them because they would rather I complain about them in a public forum'
2,United,@united ok. I just submitted. Thanks for the opportunity to give feedback.
2,United,@united Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!
2,United,"@united I will
0,United,'@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can''t redeem CC points properly. Would have gone elsewhere.'
0,United,'@united We''ve had a ton of problems with getting our bags and have been given the run around for a day. Whats up with that?'
0,United,@united pedophile airline. Split myself and my 10 yr old daughter rows apart on flight 1254 to boston
0,United,@united have been waiting 2 days for my military bags from an airport 3 hours away from me. Horrible.
0,United,"@united Arriving 25 minutes early is nice
0,United,'@united is doing musicians real dirty at LAX. I''ve never been blocked from getting on a flight with my bass.'
0,United,'"@united I''m rebooked now'
1,United,.@united For those playing along at home: http://t.co/2b4bDTldX2
0,United,"@united @FlyEIA yes
0,United,@united those whose pay to actually fly with you over 30k/ year deserve better service than a CC holder.
2,United,@united Ok thank again for your help!
0,United,@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx
1,United,Thanks @united. @imran_r44 had a question about the wait time for baggage on UA6366
2,United,@united flight 1491...plane from SFO to DEN is basically on time.
2,United,@united thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.
0,United,@united 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns
0,United,'"@united Heads up We didn''t check 8 bags'
0,United,"@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you..."""
0,United,"@united Change made in just over 3 hours. For something that should have taken seconds online
0,United,@united flight attendant doesn’t understand not understanding English doesn’t mean they are deaf. Stop yelling English slowly to them.
0,United,"@united Not appropriate to ask in public (hence the dm). each united employee
0,United,'@united well that''s big of you but I don''t have terribly high expectations at this point.'
0,United,'@united it''s like you''re trying to make me hate your airline. Fee for each checked bag that''s never mentioned in the ticket + rude agents 👿'
0,United,"@united nice your app says US 4972 delayed by weather.  Pilot says waiting on fuel.  One in ur control
2,United,@united Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.
0,United,"@united Ok thank you
0,United,@united I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.
0,United,"@united really? 3 hr delay
2,United,"@united that would help! or how about integrate it into the App so I can just ""activate"" it and surf..."
0,United,@united I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap
0,United,@united Nope - still no one helped me.  Giving up on united. #badservice
1,United,"@united 8602947
0,United,@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.
0,United,'@united I''d thank you - but you didn''t help.  taking 6 hours to reply (so I get a message in the middle of the night) isn''t actually helpful'
0,United,'@united Flight UA1270 is descending into farce and we haven''t left EWR yet. Is this going to get any worse?'
0,United,"@united I was told it was due to be on UA23 which flies direct to Dublin
0,United,@united 45+ min at EWR baggage claim #stillnobags #ridiculous
1,United,Flight Booking Problems for a travel writers trip I am hosting and need to be happy when I land! Do you have the cute PJs AA does? @united
1,United,'But I don''t see AA @united'
1,United,@united Did you find out where it is? Thanks
0,United,"@united On a standby to Denver
0,United,@united yes at 2am...but now back on a plane again and delayed again due to baggage loading issue... http://t.co/NfAQHhr09j
0,United,@united at what pt do u just Cancelled Flight!  Finally got stndby 4 1pm flight. What a day!  #missedWork #clientNotHappy http://t.co/sUPrLfOi8T
2,United,@united thank YOU for your kindness. Your agents went above &amp; beyond to get my stranded family home.
0,United,'@united don''t see a justifiable cost to get on an early flight with seats. No airline charges to conveniently get their passengers in early'
0,United,@united Woke up to notification- flight moved 1.5 hrs early. Barely made flight then 3 hrs layover in SFO - wanted to hop on earlier option
0,United,'"@united I will do delayed baggage claim when I land. Hopefully the bag isn''t broken into'
0,United,"@united done. Want me to send a screen shot of the second call
2,United,@united look at this beauty 😉 dc 10 united airlines 😉 http://t.co/MvYoizRPdE
0,United,'@united Thanks! I''ll fill up the form as soon as I land. I don''t like being duped so I hope you will appreciate my feedback &amp; will be better'
0,United,"@united
0,United,"@United the ones who suffer. I understand delays
0,United,"@united 2 Cancelled Flighted flights Late Flightr
0,United,"@United of urgency
0,United,'@united I wasn''t asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit'
0,United,"@United flight was scheduled for 11:56
2,United,@united ok thx!
1,United,'@united I can''t DM you so here''s the confirmation # G8CVWJ - please is there any way I can make it to Kailua tonight? Thank you'
0,United,@united go to hell
0,United,"@united since bulkhead seats cannot have bags on floor
1,United,@united Definitely will!
0,United,@united Would be helpful if you could refresh boarding time info on boarding passes for delayed flights
0,United,"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason
2,United,@united great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.
2,United,@united counter agents at RDU deserve a medal. #thankyou
0,United,The saga of the @MelissaAFrancis bag delay w/ @United - will there be a reunion or will she be forced to go shopping? Stay tuned.
0,United,'@united Flight 211/ORD gate agent tried to prevent me from taking onboard a bag I''ve used for 15 years! Flight crew was more reasonable!'
2,United,@united thank you. Literally called for preboarding as I ran up.
0,United,@united why do you guys split up the charges to credit cards? Making it unnecessarily more expensive for people to fly with you guys on pts
0,United,"@united it was UA381 on 14 Feb. Point is
2,United,'@united that''s brilliant Thankyou so much. Is it classed as part of carryon?'
1,United,@united what gate is ua5396 leaving from?
2,United,@united thank you for listening to my compliant and doing the right thing. I appreciate you working with me
0,United,'@united we''ve been here since 3am and you''ve Cancelled Flightled our flight twice'
0,United,@united no chance I wait in ORD all afternoon for another flight after you screwed me. Hold 5396
0,United,'@united UA5396 can wait for me. I''m on the ground trying to get to the gate after we were moved to B. This is crap.'
0,United,'@united from MEX NRT (dates TBD) but I''m getting a 200 to 300 USD difference in my quotations through September when compared to MEX BKK'
1,United,@united fails again. @SouthwestAir saves the day.
0,United,@united better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight
0,United,'@united is there a United gold number? I''ve been on hold 24 minutes and think I may be lost in nowhereland. Have a gold reservation. Help.'
2,United,'@united Great! I''m ready to go home.'
2,United,'@united wow you even answered back!  Awesome! @AmericanAir @USAirways That''s customer service!!! #usairwaysfail'
1,United,'@united. It''s not my first time flying to the US. I have medical info. Looking for practical like my adapted seat cushion allowed on?'
0,United,@united noooooooooooooooooooooope.
0,United,"@united Oh
2,United,@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.
1,United,"@united Hi
2,United,'@united Thank you! You need to follow back tho otherwise I can''t DM you. X'
0,United,'"@united it''s not getting any better. I''d suggest you get a senior manager to this gate '
1,United,"@United States faundation was by faith Judeo Cristian
0,United,@united @JMS2802 : nothing like supporting your own mechanics and maintenance workers...instead United puts out a video of TIMCO doing wifi.
2,United,@united Just sent! Thanks :)
0,United,@united already missed  connection ugh
0,United,"@united @JMS2802 : sure show a video of your outsourced favorite TIMCO
0,United,@united How do I formally complain about your customer service handler who misconnected me. I was denied boarding &amp; I now lost my bag. Help!
0,United,@united there are a lot of unhappy cold people on the bridge in freezing temps for an hour. Not given any info.
0,United,'@united flight 3763 IAd-Sat. We''re on the outdoor track for an hour'
0,United,'@united - SERIOUSLY it''s 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You''re the ONLY airline w/out WiFi...and pls no ''unwind'' BS.'
0,United,@united u would not be able to rebook me to get home any sooner than a now 2hr delayed flight.  #linesforever #customerservice #fail #again
0,United,'@united you''re the reason this whole travel experience has been a nightmare'
0,United,@united what a pointless tweet. At least @AmericanAir asked me to follow them to try and resolve
0,United,'@united that''s not even an apology'
0,United,'@united that''s cool - now what?'
0,United,'@united - SERIOUSLY it''s 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You''re the ONLY airline without WiFi...'
0,United,"@united
1,United,@United are you able to see if there are seats open on another flight??
0,United,'@united #unitedairlines so is it 6:20 pm or 12:20?   ORD ABQ 3709.   I can''t even take a walk without missing a change.'
0,United,"@united Hopefully my baggage fees will be waived tomorrow when I actually get on a flight
0,United,"@united Either is fine. However
1,United,@united @retailbagholder hahaha. At least they gave u a refund.
0,United,"@united your SFO-YYJ fight is Cancelled Flightled several times each week
0,United,"@united
0,United,@united How do I get reimbursed for hotel and taxis for the Cancelled Flightation?
0,United,"@united Awesome flight crew on UA1589
0,United,"@united In 2015
0,United,"@united e-ticket # 0162389030167
0,United,'@united been on the phone for over an hour with customer service and they can''t figure it out! awesome service... NOT!'
0,United,"@united
0,United,"@united
0,United,'@united only thing confusing me is why I lost priority boarding? I''m a mileage plus card member 😔'
0,United,'@united We''re hoping to hear from you actually.'
0,United,"@united shes been rescheduled for today
0,United,'"@united It''s the fact that an international should not be with out her bag and no sense of what''s going on other than ""maintenance""."'
0,United,"@united b) I contacted you directly
0,United,'"@united a) she''s an international. Her phone is on the fritz'
0,United,"@united sorry for the delayed response. It was UA #381 Chicago to San Fran. Held up for almost an hour on the Tarmac. Also
0,United,'@united Okay thanks if you could please update me. I was told at the airport someone would call me today but they haven''t.'
2,United,'@united thank you very much for the help. We''re do I pick up my bags aspen airport &amp; are they coming in today on flight911'
0,United,@united gate C 24 IAD. U released passengers to board w/others deplaning .50 peopleOn bridge while next flight  board http://t.co/HfoF33iyhi
0,United,'"@united I''d say most of the public can''t extend their vacation a week'
0,United,"@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead."
0,United,"@united Now arriving a day and a half Late Flightr than supposed to. Lesson of the day
1,United,@united BUT you have received confirmation via email that you are confirmed and ticketed on this flight.
0,United,'@united Arriving at the airport 2 hours before departure time and still missing your flight bc you actually don''t have an electronic ticket'
0,United,@united 1.75 hour delay.  Nothing says sorry like a voucher.  Missing time with family.  #family #precioustime
1,United,"@united After speaking to a United customer service rep the night before a flight
0,United,'@United has two whole people trying to schedule a flight''s worth of missed connections. Shameful http://t.co/6kqLhVaP7G'
0,United,"@united is unfriendly screw family
0,United,"@united  gate agent at EWR "" if you are disabled or in a wheel chair
0,United,'@united it won''t help...been there done that.'
0,United,@united forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby.. united has no baby meals
2,United,@united would love help getting there today. In #EWR now. Will take any airline and connections. Thx
0,United,@united today take flight to san francisco. .. refuse to let us board with baby early... time we board wont let us take baby carryon bag
0,United,@united we had four scheduled flights on this reservation and literally did not take one! Unreal
0,United,@united in ORD hotel issued to my 4yr old. Tickets needed fixing again another hour and 5 agents l8r nightmare still not over
0,United,@united 3 hours to rebook but 8 hours l8r the same problem again. Arrive at gate stopped cause now infant is sitting in 4 yr old lap
0,United,@united arrived in YYZ to take our flight to Taiwan. Reservation missing our ticket numbers. Slow agent Sukhdeep caused us to miss our flt.
2,United,@united thank you!
2,United,@united Thanks for the update.
0,United,@united and those three people were awesome working very long hours. It is easy to say sorry on Twitter but you should help your ppl @EWR
0,United,@united I guess. But what is the excuse for understaffed costumer services? 3 people had to deal with lots of angry passengers. Weather too?
0,United,"@united 
0,United,@united Has it departed? I was awaiting an inbound plane yesterday for three hours and it never arrived. Had to stay overnight (again).
1,United,@united #UnitedAirlines Any other way ORD to ABQ anytime within the next 7 hours?
2,United,'@united just confirmed a seat! Crisis averted! Beers won''t be missed now'
0,United,'@united was that English? I''ll DM though I don''t think you''ll make a plane appear.'
0,United,'@united looks like today will be my 6th consecutive delayed flight from you...do I win a prize??? @Southwest Air why don''t you fly to SBA? 😭'
0,United,@united sitting in a plane with no pilot.  Thanks! #waitingonapilot #denver #siouxfalls #whyairtravelsucks
2,United,@united Understood and thanks! I should have tried reaching out sooner.
0,United,'@united already done that. the answer i got was... oops we can give you miles and we''re very sorry. but who pays for my discomfort for 9 h?'
0,United,@united received hotel but no food.  Also email for 3750 miles.  Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation?
0,United,'@united Do we know why UA5282 is delayed x2)? This is getting crazy. I''ve already had 2 overnight delays. #UnitedAirlines'
1,United,'@united follow back and I''ll give you the details.'
0,United,"@united and most frustratingly
2,United,@united The DEN b44 agent (9:30am) was amazing. The MPAgent at check in? She sucks. @seanMFmadden @PeterStraubMMA @jmercadoMMA @TonySimsMMA
0,United,"@united my UA3426 on 2/19 was also delayed by 2 hours
0,United,@united Ha… you rebooked me in to an 11 hr layover &amp; are robbing me of a night with my family. Too Late Flight for that. Just fly on time for once.
0,United,@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!
2,United,@united traveling with @MegZezzo who is injured. Gate agent in Chicago was awesome helping her. TY #roadwarrior
0,United,@united  #UnitedAirlines  how long will1531 be delayed.
0,United,'@united Why isn''t the flight status updated to delayed UA1532 no board'
0,United,@united I paid for economy plus and you put me in the last boarding group so I have to gate check my bags too? @VirginAmerica knows better..
0,United,@united i travelled from SCL- IHA feb 17. the AC on my sit (21L) was ON all night. I complaint to FA who never gave me a real answer. Help!
0,United,@united you suck.    9 hour delay?!
0,United,@united you are the worst airline in the world! From your crap website to your worthless app to your Late Flight flight. You SUCK! Just shut down.
1,United,"@united @scotthroth scott
0,United,"@united JH
0,United,@united 3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed!
1,United,@united please see dm!!
0,United,'@united. Is it reasonable to wait 45 mins for the bag you made me check because the flight staff couldn''t police the overhead bins?'
0,United,'@united Please msg me a # for customer service. I will have an invoice for my dry cleaning but won''t be able take wet clothes to the airport'
0,United,'@united AN HOUR DELAY BECAUSE YOU CAN''T PRINT A PIECE OF PAPER!'
0,United,@united still no response??
1,United,@united 4 people MCI to DEL. Preferably with Jet Airways EWR-BRU-DEL segment. Anytime in December
0,United,@united should have been able to get seat assign without paying $174 more - cust sec should have done that for me
0,United,'"@united There is no ""reference number."" Your agent told me to ""just drive to the airport"" because ""I can''t reach anyone there to deliver..."""'
0,United,@united Slightly better. Crew spent a long time searching for better altitude. Would have helped to let pax in on why all the sharp drops.
0,United,@united My credit card was charged on the transaction when I was told it would not be. If the charge goes through I will be contacting you.
0,United,@united my PQMs and PQDs are no longer showing up correctly in my MileagePlus acct. How can I get this fixed?
2,United,@united Thanks!
0,United,@united 768 SFO to BOS and no internet it is 2015 what gives?
0,United,"@united is the worst. Worst reservation policies. Worst costumer service. Worst worst worst. Congrats
0,United,@united I am trying to make/change reservations and getting extremely frustrated!!! Giving up and trying another airline!!!
0,United,"@united I got email update but still no ETA. More communication/details
0,United,@united Late Flight crew into #btv last nite delayed todays flt. Will miss connection to #cun. Why do I have to play for hotel tonight in #ewr?
0,United,'@united no they aren''t - I just called to check. #WORSTCUSTOMERSERVICE'
0,United,@united passengers should have been rerouted to match the intended arrival time (even if you have to incur cost to put us in other airlines)
